file,sent_id,node,form,lemma,correction,local_function,local_category,parent_category,local_phrase,parent_phrase,nearest_np_function,nearest_np,chain,sentence
ewt.cgel,newsgroup-groups.google.com_alt.animals.bears_1125853b1f13cff6_ENG_20040126_171100-0009,35,the,the,[none],Det,DP,NP,the,the money,Subj,the money,Head:D > Det:DP,"I figured it would end soon, but the money just kept coming in."
ewt.cgel,answers-20111108104724AAuBUR7_ans-0038,78,the,the,[none],Det,DP,NP,the,the grain,Obj,the grain,Head:D > Det:DP,I don't think it will be hard to keep his weight up so long as he can eat the grain.
ewt.cgel,newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0008,54,the,the,[none],Det,DP,NP,the,the band,Obj,the band,Head:D > Det:DP,"What we are trying to do is solicit votes for the band, in order to put them in first place."
ewt.cgel,answers-20111108111010AASEk0S_ans-0008,53,a,a,[none],Det,DP,NP,a,a heat rock which you should avoid at all costs,Obj,a heat rock which you should avoid at all costs,Head:D > Det:DP,they will move if they get too warm-it's not like a heat rock which you should avoid at all costs.
ewt.cgel,answers-20111108111010AASEk0S_ans-0008,87,all,all,[none],Det,DP,NP,all,all costs,Obj,all costs,Head:D > Det:DP,they will move if they get too warm-it's not like a heat rock which you should avoid at all costs.
ewt.cgel,email-enronsent39_01-0018,16,any,any,[none],Det,DP,NP,any,any questions,Obj,any questions,Head:D > Det:DP,"If you have any questions or require any assistance at all, please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710."
ewt.cgel,email-enronsent39_01-0018,32,any,any,[none],Det,DP,NP,any,any assistance,Obj,any assistance,Head:D > Det:DP,"If you have any questions or require any assistance at all, please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710."
ewt.cgel,email-enronsent39_01-0018,43,all,all,[none],Det-Head,DP,Nom,all,all,Obj,all,Head:D > Det-Head:DP,"If you have any questions or require any assistance at all, please contact Hope Duncan at 202.739.0134 or Jeff Mangold at 703.729.2710."
ewt.cgel,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0006,4,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,"This can also be through political, economical, social, and technological influence."
ewt.cgel,reviews-008585-0004,32,the,the,[none],Det,DP,NP,the,the phone,Obj,the phone,Head:D > Det:DP,"Not only did they answer the phone at 4:50 on a Thursday, they hit the ground moving!."
ewt.cgel,reviews-008585-0004,50,a,a,[none],Det,DP,NP,a,a Thursday,Obj,a Thursday,Head:D > Det:DP,"Not only did they answer the phone at 4:50 on a Thursday, they hit the ground moving!."
ewt.cgel,reviews-008585-0004,68,the,the,[none],Det,DP,NP,the,the ground,Obj,the ground,Head:D > Det:DP,"Not only did they answer the phone at 4:50 on a Thursday, they hit the ground moving!."
ewt.cgel,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0008,4,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,This is really an end goal aim of NASA & Company and also does not allow anyone challenging the moon landing hoax.
ewt.cgel,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0008,18,an,a,[none],Det,DP,NP,an,an end goal aim of NASA & company,PredComp,an end goal aim of NASA & company,Head:D > Det:DP,This is really an end goal aim of NASA & Company and also does not allow anyone challenging the moon landing hoax.
ewt.cgel,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0008,70,anyone,anyone,[none],Det-Head,DP,Nom,anyone,anyone,Obj,anyone,Head:D > Det-Head:DP,This is really an end goal aim of NASA & Company and also does not allow anyone challenging the moon landing hoax.
ewt.cgel,newsgroup-groups.google.com_FOOLED_7554c5ce34a5a49e_ENG_20051012_144800-0008,80,the,the,[none],Det,DP,NP,the,the moon landing hoax,Obj,the moon landing hoax,Head:D > Det:DP,This is really an end goal aim of NASA & Company and also does not allow anyone challenging the moon landing hoax.
ewt.cgel,reviews-192737-0002,32,a,a,[none],Det,DP,NP,a,a first class service,Obj,a first class service,Head:D > Det:DP,"Nigel from Nidd Design has always provided a first class service, from his advice and professionalism to the quality of his design drawings and planning applications."
ewt.cgel,reviews-192737-0002,68,the,the,[none],Det,DP,NP,the,the quality of his design drawings and planning applications,Obj,the quality of his design drawings and planning applications,Head:D > Det:DP,"Nigel from Nidd Design has always provided a first class service, from his advice and professionalism to the quality of his design drawings and planning applications."
ewt.cgel,reviews-180886-0004,22,the,the,[none],Det,DP,NP,the,the options I had,Obj,the options I had,Head:D > Det:DP,"He was incredibly informative about the options I had, giving me opinions on different treatments to choose from."
ewt.cgel,reviews-106150-0004,82,every,every,[none],Det,DP,NP,every,every day,Mod,every day,Head:D > Det:DP,They are preparing my older son for kindergarten and looks forward to seeing his teacher and friends everyday.
ewt.cgel,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,3,the,the,[none],Det,DP,NP,the,the most fundamental human right after the necessities of food clothing and shelter,Subj,the most fundamental human right after the necessities of food clothing and shelter,Head:D > Det:DP,"The most fundamental human right, after the necessities of food, clothing and shelter, is the right to affection and the supportive love of other human beings."
ewt.cgel,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,24,the,the,[none],Det,DP,NP,the,the necessities of food clothing and shelter,Obj,the necessities of food clothing and shelter,Head:D > Det:DP,"The most fundamental human right, after the necessities of food, clothing and shelter, is the right to affection and the supportive love of other human beings."
ewt.cgel,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,58,the,the,[none],Det,DP,NP,the,the right to affection and the supportive love of other human beings,PredComp,the right to affection and the supportive love of other human beings,Head:D > Det:DP,"The most fundamental human right, after the necessities of food, clothing and shelter, is the right to affection and the supportive love of other human beings."
ewt.cgel,newsgroup-groups.google.com_GayMarriage_0ccbb50b41a5830b_ENG_20050321_181500-0021,76,the,the,[none],Det,DP,NP,the,the supportive love of other human beings,Head,the supportive love of other human beings,Head:D > Det:DP,"The most fundamental human right, after the necessities of food, clothing and shelter, is the right to affection and the supportive love of other human beings."
ewt.cgel,reviews-042012-0002,25,the,the,[none],Det,DP,NP,the,the time to visit Anna Maria Jose Mudo and her familia,Obj,the time to visit Anna Maria Jose Mudo and her familia,Head:D > Det:DP,If ever in Sicily please take the time to visit Anna Maria Jose Mudo and her familia.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0152,3,2.3m,2.3,[none],Det-Head,DP,Nom,2.3m,2.3m,,2.3m number of Americans who lost their jobs during first three years of the Bush administration,Head:D > Det-Head:DP,2.3m - Number of Americans who lost their jobs during first three Years of the Bush administration.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0152,56,three,three,[none],Mod,DP,Nom,three,three years,Obj,first three years of the Bush administration,Head:D > Mod:DP,2.3m - Number of Americans who lost their jobs during first three Years of the Bush administration.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0152,67,the,the,[none],Det,DP,NP,the,the Bush administration,Obj,the Bush administration,Head:D > Det:DP,2.3m - Number of Americans who lost their jobs during first three Years of the Bush administration.
ewt.cgel,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0092,19,no,no,[none],Mod,DP,AdvP,no,no longer,,,Head:D > Mod:DP,"He could bear no longer that expressionless and motionless stare, which seemed to have a sort of impenetrable emptiness like the black depth of an abyss."
ewt.cgel,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0092,26,that,that,[none],Det,DP,NP,that,that expressionless and motionless stare which seemed to have a sort of impenetrable emptiness like the black depth of an abyss,Postnucleus,that expressionless and motionless stare which seemed to have a sort of impenetrable emptiness like the black depth of an abyss,Head:D > Det:DP,"He could bear no longer that expressionless and motionless stare, which seemed to have a sort of impenetrable emptiness like the black depth of an abyss."
ewt.cgel,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0092,64,a,a,[none],Det,DP,NP,a,a sort of impenetrable emptiness like the black depth of an abyss,Obj,a sort of impenetrable emptiness like the black depth of an abyss,Head:D > Det:DP,"He could bear no longer that expressionless and motionless stare, which seemed to have a sort of impenetrable emptiness like the black depth of an abyss."
ewt.cgel,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0092,85,the,the,[none],Det,DP,NP,the,the black depth of an abyss,Obj,the black depth of an abyss,Head:D > Det:DP,"He could bear no longer that expressionless and motionless stare, which seemed to have a sort of impenetrable emptiness like the black depth of an abyss."
ewt.cgel,newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0092,99,an,a,[none],Det,DP,NP,an,an abyss,Obj,an abyss,Head:D > Det:DP,"He could bear no longer that expressionless and motionless stare, which seemed to have a sort of impenetrable emptiness like the black depth of an abyss."
ewt.cgel,answers-20111108105400AASqPIh_ans-0007,23,one,one,[none],Det-Head,DP,Nom,one,one of the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital,Obj,one of the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital,Head:D > Det-Head:DP,You need to check with one of the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital.
ewt.cgel,answers-20111108105400AASqPIh_ans-0007,31,the,the,[none],Det,DP,NP,the,the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital,Obj,the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital,Head:D > Det:DP,You need to check with one of the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital.
ewt.cgel,answers-20111108105400AASqPIh_ans-0007,55,this,this,[none],Det,DP,NP,this,this procedure,Obj,this procedure,Head:D > Det:DP,You need to check with one of the major hospital that performance this procedure like Bumrungard Hospital or Yanhee Hospital.
ewt.cgel,email-enronsent15_01-0005,12,a,a,[none],Det,DP,NP,a,a new version of Uno called African Uno that was complex fast and at times physically challenging,Obj,a new version of Uno called African Uno that was complex fast and at times physically challenging,Head:D > Det:DP,"We played a new version of Uno called ""African Uno"" that was complex, fast and at times, physically challenging."
ewt.cgel,answers-20111107233110AAmgsVx_ans-0012,26,a,a,[none],Det,DP,NP,a,a road between Fujairah and Dubai,Obj,a road between Fujairah and Dubai,Head:D > Det:DP,And now they are finishing a road between Fujairah and Dubai in 45 minutes only!
ewt.cgel,answers-20111107233110AAmgsVx_ans-0012,52,45,45,[none],Det,DP,NP,45,45 minutes,Head,45 minutes,Head:D > Det:DP,And now they are finishing a road between Fujairah and Dubai in 45 minutes only!
ewt.cgel,answers-20111108101300AAIAKXN_ans-0019,17,all,all,[none],Det,DP,NP,all,all sorts of fresh food,Obj,all sorts of fresh food,Head:D > Det:DP,"You can find all sorts of fresh food and get a really delicious, fresh sashimi/sushi lunch upstairs."
ewt.cgel,answers-20111108101300AAIAKXN_ans-0019,44,a,a,[none],Det,DP,NP,a,a really delicious fresh sashimi / sushi lunch,Obj,a really delicious fresh sashimi / sushi lunch,Head:D > Det:DP,"You can find all sorts of fresh food and get a really delicious, fresh sashimi/sushi lunch upstairs."
ewt.cgel,weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0063,61,the,the,[none],Det,DP,NP,the,the morning,Obj,the morning,Head:D > Det:DP,"Mr. MURPH ARCHIBALD (Nephew of Red Blount): Well, I was coming in early in the morning and leaving in mid-evenings."
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0059,3,10,10,[none],Flat,D,D,10,10 m,,10 m $ amount Bush cut from the INS's existing terrorism budget,Flat:D,$10m- Amount Bush cut from the INS's existing terrorism budget.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0059,6,m,million,[none],Flat,D,D,m,10 m,,10 m $ amount Bush cut from the INS's existing terrorism budget,Flat:D,$10m- Amount Bush cut from the INS's existing terrorism budget.
ewt.cgel,newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0059,35,the,the,[none],Det,DP,NP,the,the INS's,Det,the INS's,Head:D > Det:DP,$10m- Amount Bush cut from the INS's existing terrorism budget.
ewt.cgel,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018,43,the,the,[none],Det,DP,NP,the,the town,Obj,the town,Head:D > Det:DP,"They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf."
ewt.cgel,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0018,71,all,all,[none],Det,DP,NP,all,all kinds of propaganda,Obj,all kinds of propaganda,Head:D > Det:DP,"They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf."
ewt.cgel,answers-20111108111107AAlrzok_ans-0029,45,a,a,[none],Det,DP,NP,a,a clicker type thing,Coordinate,a clicker type thing,Head:D > Det:DP,"or, as i saw on embarrassing pets on tv, get a clicker type thing and treats as well."
ewt.cgel,answers-20111108104724AAuBUR7_ans-0087,52,a,a,[none],Det,DP,NP,a,a fever,Obj,a fever,Head:D > Det:DP,West Nile can cause EPM like symptoms and doesn't always include a fever.
ewt.cgel,reviews-170650-0011,3,the,the,[none],Det,DP,NP,the,the ability to smile and eat again,Subj,the ability to smile and eat again,Head:D > Det:DP,The ability to smile and eat again can only be described as a whole new lease on life.
ewt.cgel,reviews-170650-0011,52,a,a,[none],Det,DP,NP,a,a whole new lease on life,PredComp,a whole new lease on life,Head:D > Det:DP,The ability to smile and eat again can only be described as a whole new lease on life.
ewt.cgel,answers-20111107155912AAS93e5_ans-0024,20,the,the,[none],Det,DP,NP,the,the atmosphere of both dining rooms on the Liberty and Mariner of the Seas,Obj,the atmosphere of both dining rooms on the Liberty and Mariner of the Seas,Head:D > Det:DP,Dining Room We enjoyed the atmosphere of both dining rooms on the Liberty and Mariner of the Seas.
ewt.cgel,answers-20111107155912AAS93e5_ans-0024,30,both,both,[none],Det,DP,NP,both,both dining rooms on the Liberty and Mariner of the Seas,Obj,both dining rooms on the Liberty and Mariner of the Seas,Head:D > Det:DP,Dining Room We enjoyed the atmosphere of both dining rooms on the Liberty and Mariner of the Seas.
ewt.cgel,answers-20111107155912AAS93e5_ans-0024,46,the,the,[none],Det,DP,NP,the,the Liberty and Mariner of the Seas,Obj,the Liberty and Mariner of the Seas,Head:D > Det:DP,Dining Room We enjoyed the atmosphere of both dining rooms on the Liberty and Mariner of the Seas.
ewt.cgel,answers-20111107155912AAS93e5_ans-0024,63,the,the,[none],Det,DP,NP,the,the Seas,Obj,the Seas,Head:D > Det:DP,Dining Room We enjoyed the atmosphere of both dining rooms on the Liberty and Mariner of the Seas.
ewt.cgel,reviews-128636-0009,93,a,a,[none],Det,DP,NP,a,a camera,DisplacedSubj,a camera,Head:D > Det:DP,He doesn't just take pictures he makes art out of them and you won't even notice that there's a camera there.
ewt.cgel,answers-20111107193815AAhaJjy_ans-0007,22,a,a,[none],Det,DP,NP,a,a cruise ship,Obj,a cruise ship,Head:D > Det:DP,"If you ever go on a cruise ship, you will be required to attend a SOLAS muster drill (lifeboat drill) within 24 hours of sailing."
ewt.cgel,answers-20111107193815AAhaJjy_ans-0007,62,a,a,[none],Det,DP,NP,a,a SOLAS muster drill lifeboat drill,Obj,a SOLAS muster drill lifeboat drill,Head:D > Det:DP,"If you ever go on a cruise ship, you will be required to attend a SOLAS muster drill (lifeboat drill) within 24 hours of sailing."
ewt.cgel,answers-20111107193815AAhaJjy_ans-0007,88,24,24,[none],Det,DP,NP,24,24 hours of sailing,Obj,24 hours of sailing,Head:D > Det:DP,"If you ever go on a cruise ship, you will be required to attend a SOLAS muster drill (lifeboat drill) within 24 hours of sailing."
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074,20,the,the,[none],Det,DP,NP,the,the news,Obj,the news,Head:D > Det:DP,I rarely listen to the news or to what politicians or lawyers say because so many tell lies that none have credibility so what's the point?
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074,70,many,many,[none],Det-Head,DP,Nom,so many,so many,Subj,so many,Head:D > Det-Head:DP,I rarely listen to the news or to what politicians or lawyers say because so many tell lies that none have credibility so what's the point?
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074,88,none,none,[none],Det-Head,DP,Nom,none,none,Subj,none,Head:D > Det-Head:DP,I rarely listen to the news or to what politicians or lawyers say because so many tell lies that none have credibility so what's the point?
ewt.cgel,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074,115,the,the,[none],Det,DP,NP,the,the point,PredComp,the point,Head:D > Det:DP,I rarely listen to the news or to what politicians or lawyers say because so many tell lies that none have credibility so what's the point?
ewt-test_pilot5.cgel,newsgroup-groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700-0036,51,a,a,[none],Det,DP,NP,a,a more pleasant form of misery,Obj_dir,a more pleasant form of misery,Head:D > Det:DP,Money can't buy you happiness... but it does bring you a more pleasant form of misery.
ewt-test_pilot5.cgel,email-enronsent18_02-0045,31,this,this,[none],Det,DP,NP,this,this paper on gas storage value modeling,Obj,this paper on gas storage value modeling,Head:D > Det:DP,"In case you are interested, I attach this paper on gas Storage value modeling."
ewt-test_pilot5.cgel,answers-20111107221352AAlIioO_ans-0003,11,two,two,[none],Det,DP,NP,two,two upcoming events,Obj,two upcoming events,Head:D > Det:DP,I have two upcoming events one is for 200 and another is for 21.
ewt-test_pilot5.cgel,answers-20111107221352AAlIioO_ans-0003,26,one,one,[none],Det-Head,DP,Nom,one,one,Subj,one,Head:D > Det-Head:DP,I have two upcoming events one is for 200 and another is for 21.
ewt-test_pilot5.cgel,answers-20111107221352AAlIioO_ans-0003,40,200,200,[none],Det-Head,DP,Nom,200,200,Obj,200,Head:D > Det-Head:DP,I have two upcoming events one is for 200 and another is for 21.
ewt-test_pilot5.cgel,answers-20111107221352AAlIioO_ans-0003,50,another,another,[none],Det-Head,DP,Nom,another,another,Subj,another,Head:D > Det-Head:DP,I have two upcoming events one is for 200 and another is for 21.
ewt-test_pilot5.cgel,answers-20111107221352AAlIioO_ans-0003,63,21,21,[none],Det-Head,DP,Nom,21,21,Obj,21,Head:D > Det-Head:DP,I have two upcoming events one is for 200 and another is for 21.
ewt-test_iaa50.cgel,answers-20111108064636AAvIKDE_ans-0005,17,a,a,[none],Det,DP,NP,a,a preferential terminal,Obj,a preferential terminal,Head:D > Det:DP,Plus you land in a preferential terminal...
ewt-test_iaa50.cgel,newsgroup-groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700-0015,17,once,once,[none],Det-Head,DP,Nom,once,once a year,Head,once a year,Head:D > Det-Head:DP,Visit people only once a year.
ewt-test_iaa50.cgel,newsgroup-groups.google.com_JokeEruption_df151b356f94881c_ENG_20050819_155700-0015,22,a,a,[none],Mod,DP,Nom,a,a year,Mod,a year,Head:D > Mod:DP,Visit people only once a year.
ewt-test_iaa50.cgel,weblog-juancole.com_juancole_20030914114200_ENG_20030914_114200-0005,3,the,the,[none],Det,DP,NP,the,the clerics,Subj,the clerics,Head:D > Det:DP,The clerics demanded talks with local US commanders.
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0006,67,this,this,[none],Det,DP,NP,this,this Earth Moon highway,Postnucleus,this Earth Moon highway,Head:D > Det:DP,"""Our plans include raising private capital to develop, build, flight test, and operate this Earth-Moon highway for the benefit of the country and the benefit of our investors."""
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0006,86,the,the,[none],Det,DP,NP,the,the benefit of the country,Coordinate,the benefit of the country,Head:D > Det:DP,"""Our plans include raising private capital to develop, build, flight test, and operate this Earth-Moon highway for the benefit of the country and the benefit of our investors."""
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0006,96,the,the,[none],Det,DP,NP,the,the country,Obj,the country,Head:D > Det:DP,"""Our plans include raising private capital to develop, build, flight test, and operate this Earth-Moon highway for the benefit of the country and the benefit of our investors."""
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_88969236563fa748_ENG_20050215_173600-0006,106,the,the,[none],Det,DP,NP,the,the benefit of our investors,Head,the benefit of our investors,Head:D > Det:DP,"""Our plans include raising private capital to develop, build, flight test, and operate this Earth-Moon highway for the benefit of the country and the benefit of our investors."""
ewt-test_iaa50.cgel,reviews-025516-0003,23,a,a,[none],Det,DP,NP,a,a look,Obj,a look,Head:D > Det:DP,Recommend you call in for a look.
ewt-test_iaa50.cgel,answers-20111024111513AAAQhAO_ans-0003,12,something,something,[none],Det-Head,DP,Nom,something,something reliable and good-looking,Obj,something reliable and good-looking,Head:D > Det-Head:DP,I need something reliable and good looking.
ewt-test_iaa50.cgel,answers-20111024202518AA18Sg7_ans-0002,50,the,the,[none],Det,DP,NP,the,the best Italian food in the country,PredComp,the best Italian food in the country,Head:D > Det:DP,is mazzoni's deli at 3901 conshocken ave in phila pa really the best italian food in the country???
ewt-test_iaa50.cgel,answers-20111024202518AA18Sg7_ans-0002,69,the,the,[none],Det,DP,NP,the,the country,Obj,the country,Head:D > Det:DP,is mazzoni's deli at 3901 conshocken ave in phila pa really the best italian food in the country???
ewt-test_iaa50.cgel,reviews-263909-0002,46,these,this,[none],Det,DP,NP,these,these guys,Subj,these guys,Head:D > Det:DP,Bisconti wanted over $300 to fix my laptop and these guys fixed it for $90!
ewt-test_iaa50.cgel,reviews-263909-0002,68,90,90,[none],Det,DP,NP,90,90 $,Obj,90 $,Head:D > Det:DP,Bisconti wanted over $300 to fix my laptop and these guys fixed it for $90!
ewt-test_iaa50.cgel,email-enronsent18_02-0079,8,this,this,[none],Det-Head,DP,Nom,this,this,Subj,this,Head:D > Det-Head:DP,Would this be fine?
ewt-test_iaa50.cgel,email-enronsent27_02-0008,24,much,much,[none],Det-Head,DP,Nom,how much,how much,Prenucleus,how much,Head:D > Det-Head:DP,I don't know how much it will help however.
ewt-test_iaa50.cgel,answers-20111103205154AAOod9K_ans-0003,38,those,that,[none],Det,DP,NP,those,those deal-a-day websites like Groupon,Obj,those deal-a-day websites like Groupon,Head:D > Det:DP,I don't want to have to deal with those deal-a-day websites like Groupon.
ewt-test_iaa50.cgel,email-enronsent18_01-0008,23,someone,someone,[none],Det-Head,DP,Nom,someone,someone who could consider the correlation between US cpi and the $ euro exchange rate,DisplacedSubj,someone who could consider the correlation between US cpi and the $ euro exchange rate,Head:D > Det-Head:DP,"In addition, is there someone who could consider the correlation between US CPI and the $/euro exchange rate."
ewt-test_iaa50.cgel,email-enronsent18_01-0008,43,the,the,[none],Det,DP,NP,the,the correlation between US cpi and the $ euro exchange rate,Obj,the correlation between US cpi and the $ euro exchange rate,Head:D > Det:DP,"In addition, is there someone who could consider the correlation between US CPI and the $/euro exchange rate."
ewt-test_iaa50.cgel,email-enronsent18_01-0008,64,the,the,[none],Det,DP,NP,the,the $ euro exchange rate,Head,the $ euro exchange rate,Head:D > Det:DP,"In addition, is there someone who could consider the correlation between US CPI and the $/euro exchange rate."
ewt-test_iaa50.cgel,answers-20111107164802AAq8nhF_ans-0007,24,the,the,[none],Det,DP,NP,the,the French Indochina War 1946 - 1954,Coordinate,the French Indochina War 1946 - 1954,Head:D > Det:DP,You need to check out the French Indochina War (1946-1954) not the Vietnam War (1957-1975).
ewt-test_iaa50.cgel,answers-20111107164802AAq8nhF_ans-0007,57,the,the,[none],Det,DP,NP,the,the Vietnam War 1957 - 1975,Head,the Vietnam War 1957 - 1975,Head:D > Det:DP,You need to check out the French Indochina War (1946-1954) not the Vietnam War (1957-1975).
ewt-test_iaa50.cgel,weblog-blogspot.com_aggressivevoicedaily_20060811122000_ENG_20060811_122000-0033,12,22,22,[none],Det-Head,DP,Nom,22,22,Supplement,22,Head:D > Det-Head:DP,"Mohammed Dirie, 22, Kingston, Ont.;"
ewt-test_iaa50.cgel,email-enronsent32_01-0017,8,the,the,[none],Det,DP,NP,the,the revised report,Obj,the revised report,Head:D > Det:DP,Send the revised report by e-mail.
ewt-test_iaa50.cgel,answers-20111107163942AA08rP5_ans-0010,27,a,a,[none],Det,DP,NP,a,a stick,Obj,a stick,Head:D > Det:DP,I like my Monkey Brain on a stick for sure.
ewt-test_iaa50.cgel,answers-20111106103415AAqdokn_ans-0016,9,the,the,[none],Det,DP,NP,the,the great burger,Obj,the great burger,Head:D > Det:DP,Along with the great burger try a brick of onion rings if you are with someone.
ewt-test_iaa50.cgel,answers-20111106103415AAqdokn_ans-0016,24,a,a,[none],Det,DP,NP,a,a brick of onion rings,Obj,a brick of onion rings,Head:D > Det:DP,Along with the great burger try a brick of onion rings if you are with someone.
ewt-test_iaa50.cgel,answers-20111106103415AAqdokn_ans-0016,59,someone,someone,[none],Det-Head,DP,Nom,someone,someone,Obj,someone,Head:D > Det-Head:DP,Along with the great burger try a brick of onion rings if you are with someone.
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0010,3,the,the,[none],Det,DP,NP,the,the new rocket design,Subj,the new rocket design,Head:D > Det:DP,"The new rocket design will differ slightly from it's predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on."
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0010,49,the,the,[none],Det,DP,NP,the,the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on,Obj,the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on,Head:D > Det:DP,"The new rocket design will differ slightly from it's predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on."
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0010,60,the,the,[none],Det,DP,NP,the,the crew and cargo,Subj,the crew and cargo,Head:D > Det:DP,"The new rocket design will differ slightly from it's predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on."
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0010,91,two,two,[none],Det,DP,NP,two,two different rockets each,Obj,two different rockets each,Head:D > Det:DP,"The new rocket design will differ slightly from it's predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on."
ewt-test_iaa50.cgel,newsgroup-groups.google.com_hiddennook_e21e429b3ad58235_ENG_20050830_214700-0010,104,each,each,[none],Mod,DP,Nom,each,different rockets each,Obj,two different rockets each,Head:D > Mod:DP,"The new rocket design will differ slightly from it's predecessors, in the fact that the crew and cargo would launch separately from two different rockets each and join up in space later on."
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,3,a,a,[none],Det,DP,NP,a,a pacman frog,Subj,a pacman frog,Head:D > Det:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
ewt-test_iaa50.cgel,answers-20111108104957AAsMzvU_ans-0006,22,a,a,[none],Det,DP,NP,a,a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day,Obj,a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day,Head:D > Det:DP,A pacman frog will need a heat source that creates a basking temp in the upper 80's F for at least 10 - 12 hours a day.
