comparison,before_spec,after_spec,method_before,method_after,matched_before,matched_after,change_in_matched,ari_before,ari_after,change_in_ari,between_partition_ari,minimum_changed_forms
pam_to_average,no_four_labels__unique_profiles__jaccard__pam,no_four_labels__unique_profiles__jaccard__average,pam,average,123,75,-48,0.60963690143988,0.00399148870714579,-0.6056454127327342,-0.000405175359290821,68
pam_to_average,no_four_labels__idf_presence__jaccard__pam,no_four_labels__idf_presence__jaccard__average,pam,average,122,75,-47,0.587003087809643,0.00399148870714579,-0.5830115991024972,-0.0002244203353636432,65
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__equal_domains__sqrt_hamming__pam,pam,pam,109,117,8,0.331491360187137,0.480274562291262,0.148783202104125,0.7276522430587767,10
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__unique_profiles__sqrt_hamming__pam,pam,pam,109,109,0,0.331491360187137,0.331491360187137,0.0,1.0,0
sqrt_hamming_to_hamming,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__equal_features__hamming__pam,pam,pam,109,109,0,0.331491360187137,0.331491360187137,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__equal_features__jaccard__pam,pam,pam,109,122,13,0.331491360187137,0.586997615488207,0.25550625530106996,0.4027622391111454,25
pam_to_average,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__equal_features__sqrt_hamming__average,pam,average,109,129,20,0.331491360187137,0.754356879442656,0.42286551925551896,0.4215650771180721,24
pam_to_energy,no_components_or_four_labels__equal_features__sqrt_hamming__pam,no_components_or_four_labels__equal_features__sqrt_hamming__energy,pam,energy,109,124,15,0.331491360187137,0.632758308161156,0.301266947974019,0.6082472682260763,15
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__sqrt_hamming__average,no_components_or_four_labels__equal_domains__sqrt_hamming__average,average,average,129,109,-20,0.754356879442656,0.331544480220811,-0.42281239922184494,0.3844443617555675,26
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__sqrt_hamming__average,no_components_or_four_labels__unique_profiles__sqrt_hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_hamming,no_components_or_four_labels__equal_features__sqrt_hamming__average,no_components_or_four_labels__equal_features__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__equal_features__sqrt_hamming__average,no_components_or_four_labels__equal_features__jaccard__average,average,average,129,75,-54,0.754356879442656,0.00399148870714579,-0.7503653907355101,0.0012761778766071468,66
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__sqrt_hamming__energy,no_components_or_four_labels__equal_domains__sqrt_hamming__energy,energy,energy,124,117,-7,0.632758308161156,0.480274562291262,-0.152483745869894,0.47920684884753706,21
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__sqrt_hamming__energy,no_components_or_four_labels__unique_profiles__sqrt_hamming__energy,energy,energy,124,124,0,0.632758308161156,0.632758308161156,0.0,1.0,0
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__hamming__pam,no_components_or_four_labels__equal_domains__hamming__pam,pam,pam,109,117,8,0.331491360187137,0.480274562291262,0.148783202104125,0.7276522430587767,10
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__hamming__pam,no_components_or_four_labels__unique_profiles__hamming__pam,pam,pam,109,109,0,0.331491360187137,0.331491360187137,0.0,1.0,0
pam_to_average,no_components_or_four_labels__equal_features__hamming__pam,no_components_or_four_labels__equal_features__hamming__average,pam,average,109,129,20,0.331491360187137,0.754356879442656,0.42286551925551896,0.4215650771180721,24
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__hamming__average,no_components_or_four_labels__equal_domains__hamming__average,average,average,129,109,-20,0.754356879442656,0.331544480220811,-0.42281239922184494,0.3844443617555675,26
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__hamming__average,no_components_or_four_labels__unique_profiles__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__jaccard__pam,no_components_or_four_labels__equal_domains__jaccard__pam,pam,pam,122,122,0,0.586997615488207,0.587009928007509,1.231251930200461e-05,0.7291871289758652,10
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__jaccard__pam,no_components_or_four_labels__unique_profiles__jaccard__pam,pam,pam,122,122,0,0.586997615488207,0.586997615488207,0.0,1.0,0
jaccard_equal_to_idf,no_components_or_four_labels__equal_features__jaccard__pam,no_components_or_four_labels__idf_presence__jaccard__pam,pam,pam,122,120,-2,0.586997615488207,0.542990678554031,-0.0440069369341759,0.9424494208494208,2
pam_to_average,no_components_or_four_labels__equal_features__jaccard__pam,no_components_or_four_labels__equal_features__jaccard__average,pam,average,122,75,-47,0.586997615488207,0.00399148870714579,-0.5830061267810611,-0.000417187511982459,69
equal_features_to_equal_domains,no_components_or_four_labels__equal_features__jaccard__average,no_components_or_four_labels__equal_domains__jaccard__average,average,average,75,123,48,0.00399148870714579,0.609644659905124,0.6056531711979781,-0.003494217705918866,66
equal_features_to_unique_profiles,no_components_or_four_labels__equal_features__jaccard__average,no_components_or_four_labels__unique_profiles__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
jaccard_equal_to_idf,no_components_or_four_labels__equal_features__jaccard__average,no_components_or_four_labels__idf_presence__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
sqrt_hamming_to_hamming,no_components_or_four_labels__equal_domains__sqrt_hamming__pam,no_components_or_four_labels__equal_domains__hamming__pam,pam,pam,117,117,0,0.480274562291262,0.480274562291262,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__equal_domains__sqrt_hamming__pam,no_components_or_four_labels__equal_domains__jaccard__pam,pam,pam,117,122,5,0.480274562291262,0.587009928007509,0.10673536571624698,0.7044274044619914,11
pam_to_average,no_components_or_four_labels__equal_domains__sqrt_hamming__pam,no_components_or_four_labels__equal_domains__sqrt_hamming__average,pam,average,117,109,-8,0.480274562291262,0.331544480220811,-0.14873008207045096,0.7784738020470925,8
pam_to_energy,no_components_or_four_labels__equal_domains__sqrt_hamming__pam,no_components_or_four_labels__equal_domains__sqrt_hamming__energy,pam,energy,117,117,0,0.480274562291262,0.480274562291262,0.0,1.0,0
sqrt_hamming_to_hamming,no_components_or_four_labels__equal_domains__sqrt_hamming__average,no_components_or_four_labels__equal_domains__hamming__average,average,average,109,109,0,0.331544480220811,0.331544480220811,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__equal_domains__sqrt_hamming__average,no_components_or_four_labels__equal_domains__jaccard__average,average,average,109,123,14,0.331544480220811,0.609644659905124,0.27810017968431294,0.5008129633053979,20
pam_to_average,no_components_or_four_labels__equal_domains__hamming__pam,no_components_or_four_labels__equal_domains__hamming__average,pam,average,117,109,-8,0.480274562291262,0.331544480220811,-0.14873008207045096,0.7784738020470925,8
pam_to_average,no_components_or_four_labels__equal_domains__jaccard__pam,no_components_or_four_labels__equal_domains__jaccard__average,pam,average,122,123,1,0.587009928007509,0.609644659905124,0.022634731897615,0.9143129711920418,3
sqrt_hamming_to_hamming,no_components_or_four_labels__unique_profiles__sqrt_hamming__pam,no_components_or_four_labels__unique_profiles__hamming__pam,pam,pam,109,109,0,0.331491360187137,0.331491360187137,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__unique_profiles__sqrt_hamming__pam,no_components_or_four_labels__unique_profiles__jaccard__pam,pam,pam,109,122,13,0.331491360187137,0.586997615488207,0.25550625530106996,0.4027622391111454,25
pam_to_average,no_components_or_four_labels__unique_profiles__sqrt_hamming__pam,no_components_or_four_labels__unique_profiles__sqrt_hamming__average,pam,average,109,129,20,0.331491360187137,0.754356879442656,0.42286551925551896,0.4215650771180721,24
pam_to_energy,no_components_or_four_labels__unique_profiles__sqrt_hamming__pam,no_components_or_four_labels__unique_profiles__sqrt_hamming__energy,pam,energy,109,124,15,0.331491360187137,0.632758308161156,0.301266947974019,0.6082472682260763,15
sqrt_hamming_to_hamming,no_components_or_four_labels__unique_profiles__sqrt_hamming__average,no_components_or_four_labels__unique_profiles__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_jaccard,no_components_or_four_labels__unique_profiles__sqrt_hamming__average,no_components_or_four_labels__unique_profiles__jaccard__average,average,average,129,75,-54,0.754356879442656,0.00399148870714579,-0.7503653907355101,0.0012761778766071468,66
pam_to_average,no_components_or_four_labels__unique_profiles__hamming__pam,no_components_or_four_labels__unique_profiles__hamming__average,pam,average,109,129,20,0.331491360187137,0.754356879442656,0.42286551925551896,0.4215650771180721,24
pam_to_average,no_components_or_four_labels__unique_profiles__jaccard__pam,no_components_or_four_labels__unique_profiles__jaccard__average,pam,average,122,75,-47,0.586997615488207,0.00399148870714579,-0.5830061267810611,-0.000417187511982459,69
pam_to_average,no_components_or_four_labels__idf_presence__jaccard__pam,no_components_or_four_labels__idf_presence__jaccard__average,pam,average,120,75,-45,0.542990678554031,0.00399148870714579,-0.5389991898468852,-0.00036911033264445584,67
equal_features_to_equal_domains,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_domains__sqrt_hamming__pam,pam,pam,96,103,7,0.147466626058864,0.237788234678377,0.09032160861951302,0.34828133853313153,27
equal_features_to_unique_profiles,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_features__sqrt_hamming__pam,pam,pam,96,96,0,0.147466626058864,0.147466626058864,0.0,1.0,0
sqrt_hamming_to_hamming,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_features__hamming__pam,pam,pam,96,111,15,0.147466626058864,0.36596099998646,0.218494373927596,0.5635275701038527,17
sqrt_hamming_to_jaccard,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_features__jaccard__pam,pam,pam,96,121,25,0.147466626058864,0.564790821368477,0.41732419530961307,0.23752219125474666,35
pam_to_average,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_features__sqrt_hamming__average,pam,average,96,129,33,0.147466626058864,0.754356879442656,0.606890253383792,0.23813544883177604,35
pam_to_energy,no_morph__equal_features__sqrt_hamming__pam,no_morph__equal_features__sqrt_hamming__energy,pam,energy,96,126,30,0.147466626058864,0.680109369827184,0.53264274376832,0.1460923468251107,42
equal_features_to_equal_domains,no_morph__equal_features__sqrt_hamming__average,no_morph__equal_domains__sqrt_hamming__average,average,average,129,104,-25,0.754356879442656,0.252413533231221,-0.5019433462114349,0.2991218593275682,31
equal_features_to_unique_profiles,no_morph__equal_features__sqrt_hamming__average,no_morph__equal_features__sqrt_hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_hamming,no_morph__equal_features__sqrt_hamming__average,no_morph__equal_features__hamming__average,average,average,129,128,-1,0.754356879442656,0.729178764254562,-0.025178115188093986,0.9710129931103928,1
sqrt_hamming_to_jaccard,no_morph__equal_features__sqrt_hamming__average,no_morph__equal_features__jaccard__average,average,average,129,74,-55,0.754356879442656,0.00178392512401945,-0.7525729543186365,0.0004263444314848552,67
equal_features_to_equal_domains,no_morph__equal_features__sqrt_hamming__energy,no_morph__equal_domains__sqrt_hamming__energy,energy,energy,126,103,-23,0.680109369827184,0.237788234678377,-0.44232113514880694,0.1822455675937238,39
equal_features_to_unique_profiles,no_morph__equal_features__sqrt_hamming__energy,no_morph__equal_features__sqrt_hamming__energy,energy,energy,126,126,0,0.680109369827184,0.680109369827184,0.0,1.0,0
equal_features_to_equal_domains,no_morph__equal_features__hamming__pam,no_morph__equal_domains__hamming__pam,pam,pam,111,103,-8,0.36596099998646,0.237788234678377,-0.12817276530808297,0.2800961291492965,32
equal_features_to_unique_profiles,no_morph__equal_features__hamming__pam,no_morph__equal_features__hamming__pam,pam,pam,111,111,0,0.36596099998646,0.36596099998646,0.0,1.0,0
pam_to_average,no_morph__equal_features__hamming__pam,no_morph__equal_features__hamming__average,pam,average,111,128,17,0.36596099998646,0.729178764254562,0.363217764268102,0.5648523741655949,17
equal_features_to_equal_domains,no_morph__equal_features__hamming__average,no_morph__equal_domains__hamming__average,average,average,128,104,-24,0.729178764254562,0.252413533231221,-0.47676523102334095,0.28330217953226117,32
equal_features_to_unique_profiles,no_morph__equal_features__hamming__average,no_morph__equal_features__hamming__average,average,average,128,128,0,0.729178764254562,0.729178764254562,0.0,1.0,0
equal_features_to_equal_domains,no_morph__equal_features__jaccard__pam,no_morph__equal_domains__jaccard__pam,pam,pam,121,116,-5,0.564790821368477,0.460094873043811,-0.104695948324666,0.564806367041056,17
equal_features_to_unique_profiles,no_morph__equal_features__jaccard__pam,no_morph__equal_features__jaccard__pam,pam,pam,121,121,0,0.564790821368477,0.564790821368477,0.0,1.0,0
jaccard_equal_to_idf,no_morph__equal_features__jaccard__pam,no_morph__idf_presence__jaccard__pam,pam,pam,121,118,-3,0.564790821368477,0.500699810047722,-0.06409101132075501,0.9143139914545974,3
pam_to_average,no_morph__equal_features__jaccard__pam,no_morph__equal_features__jaccard__average,pam,average,121,74,-47,0.564790821368477,0.00178392512401945,-0.5630068962444575,0.002264624424280557,63
equal_features_to_equal_domains,no_morph__equal_features__jaccard__average,no_morph__equal_domains__jaccard__average,average,average,74,70,-4,0.00178392512401945,-0.00412286766922999,-0.005906792793249439,-0.012379642365887587,10
equal_features_to_unique_profiles,no_morph__equal_features__jaccard__average,no_morph__equal_features__jaccard__average,average,average,74,74,0,0.00178392512401945,0.00178392512401945,0.0,1.0,0
jaccard_equal_to_idf,no_morph__equal_features__jaccard__average,no_morph__idf_presence__jaccard__average,average,average,74,75,1,0.00178392512401945,0.00399148870714579,0.0022075635831263402,0.6584528670014802,1
sqrt_hamming_to_hamming,no_morph__equal_domains__sqrt_hamming__pam,no_morph__equal_domains__hamming__pam,pam,pam,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_jaccard,no_morph__equal_domains__sqrt_hamming__pam,no_morph__equal_domains__jaccard__pam,pam,pam,103,116,13,0.237788234678377,0.460094873043811,0.22230663836543402,0.5204994944020335,19
pam_to_average,no_morph__equal_domains__sqrt_hamming__pam,no_morph__equal_domains__sqrt_hamming__average,pam,average,103,104,1,0.237788234678377,0.252413533231221,0.014625298552844002,0.9700796050638449,1
pam_to_energy,no_morph__equal_domains__sqrt_hamming__pam,no_morph__equal_domains__sqrt_hamming__energy,pam,energy,103,103,0,0.237788234678377,0.237788234678377,0.0,1.0,0
sqrt_hamming_to_hamming,no_morph__equal_domains__sqrt_hamming__average,no_morph__equal_domains__hamming__average,average,average,104,104,0,0.252413533231221,0.252413533231221,0.0,1.0,0
sqrt_hamming_to_jaccard,no_morph__equal_domains__sqrt_hamming__average,no_morph__equal_domains__jaccard__average,average,average,104,70,-34,0.252413533231221,-0.00412286766922999,-0.256536400900451,-0.06048750115691077,48
pam_to_average,no_morph__equal_domains__hamming__pam,no_morph__equal_domains__hamming__average,pam,average,103,104,1,0.237788234678377,0.252413533231221,0.014625298552844002,0.9700796050638449,1
pam_to_average,no_morph__equal_domains__jaccard__pam,no_morph__equal_domains__jaccard__average,pam,average,116,70,-46,0.460094873043811,-0.00412286766922999,-0.464217740713041,-0.016016547709422898,66
pam_to_average,no_morph__idf_presence__jaccard__pam,no_morph__idf_presence__jaccard__average,pam,average,118,75,-43,0.500699810047722,0.00399148870714579,-0.49670832134057624,0.0003613048210214809,61
equal_features_to_equal_domains,no_phon__equal_features__sqrt_hamming__pam,no_phon__equal_domains__sqrt_hamming__pam,pam,pam,129,114,-15,0.754373152541918,0.421167544141014,-0.33320560840090396,0.5647349023122493,17
equal_features_to_unique_profiles,no_phon__equal_features__sqrt_hamming__pam,no_phon__unique_profiles__sqrt_hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_hamming,no_phon__equal_features__sqrt_hamming__pam,no_phon__equal_features__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__equal_features__sqrt_hamming__pam,no_phon__equal_features__jaccard__pam,pam,pam,129,127,-2,0.754373152541918,0.704424255453394,-0.0499488970885239,0.7292053840947911,10
pam_to_average,no_phon__equal_features__sqrt_hamming__pam,no_phon__equal_features__sqrt_hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_energy,no_phon__equal_features__sqrt_hamming__pam,no_phon__equal_features__sqrt_hamming__energy,pam,energy,129,124,-5,0.754373152541918,0.632742495376833,-0.12163065716508492,0.7543076951904077,9
equal_features_to_equal_domains,no_phon__equal_features__sqrt_hamming__average,no_phon__equal_domains__sqrt_hamming__average,average,average,136,129,-7,0.942452203083014,0.754356879442656,-0.18809532364035808,0.8059879535910096,7
equal_features_to_unique_profiles,no_phon__equal_features__sqrt_hamming__average,no_phon__unique_profiles__sqrt_hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_hamming,no_phon__equal_features__sqrt_hamming__average,no_phon__equal_features__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__equal_features__sqrt_hamming__average,no_phon__equal_features__jaccard__average,average,average,136,75,-61,0.942452203083014,0.00399148870714579,-0.9384607143758682,-0.004214458073604153,65
equal_features_to_equal_domains,no_phon__equal_features__sqrt_hamming__energy,no_phon__equal_domains__sqrt_hamming__energy,energy,energy,124,130,6,0.632742495376833,0.77996430590564,0.147221810528807,0.832432915878046,6
equal_features_to_unique_profiles,no_phon__equal_features__sqrt_hamming__energy,no_phon__unique_profiles__sqrt_hamming__energy,energy,energy,124,124,0,0.632742495376833,0.632742495376833,0.0,1.0,0
equal_features_to_equal_domains,no_phon__equal_features__hamming__pam,no_phon__equal_domains__hamming__pam,pam,pam,129,114,-15,0.754373152541918,0.421167544141014,-0.33320560840090396,0.5647349023122493,17
equal_features_to_unique_profiles,no_phon__equal_features__hamming__pam,no_phon__unique_profiles__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
pam_to_average,no_phon__equal_features__hamming__pam,no_phon__equal_features__hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
equal_features_to_equal_domains,no_phon__equal_features__hamming__average,no_phon__equal_domains__hamming__average,average,average,136,129,-7,0.942452203083014,0.754356879442656,-0.18809532364035808,0.8059879535910096,7
equal_features_to_unique_profiles,no_phon__equal_features__hamming__average,no_phon__unique_profiles__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
equal_features_to_equal_domains,no_phon__equal_features__jaccard__pam,no_phon__equal_domains__jaccard__pam,pam,pam,127,126,-1,0.704424255453394,0.680093474987822,-0.02433078046557202,0.9143089973062765,3
equal_features_to_unique_profiles,no_phon__equal_features__jaccard__pam,no_phon__unique_profiles__jaccard__pam,pam,pam,127,127,0,0.704424255453394,0.704424255453394,0.0,1.0,0
jaccard_equal_to_idf,no_phon__equal_features__jaccard__pam,no_phon__idf_presence__jaccard__pam,pam,pam,127,122,-5,0.704424255453394,0.587003087809643,-0.11742116764375099,0.8593000213861899,5
pam_to_average,no_phon__equal_features__jaccard__pam,no_phon__equal_features__jaccard__average,pam,average,127,75,-52,0.704424255453394,0.00399148870714579,-0.7004327667462482,-0.000405175359290821,68
equal_features_to_equal_domains,no_phon__equal_features__jaccard__average,no_phon__equal_domains__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
equal_features_to_unique_profiles,no_phon__equal_features__jaccard__average,no_phon__unique_profiles__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
jaccard_equal_to_idf,no_phon__equal_features__jaccard__average,no_phon__idf_presence__jaccard__average,average,average,75,75,0,0.00399148870714579,0.00399148870714579,0.0,1.0,0
sqrt_hamming_to_hamming,no_phon__equal_domains__sqrt_hamming__pam,no_phon__equal_domains__hamming__pam,pam,pam,114,114,0,0.421167544141014,0.421167544141014,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__equal_domains__sqrt_hamming__pam,no_phon__equal_domains__jaccard__pam,pam,pam,114,126,12,0.421167544141014,0.680093474987822,0.25892593084680804,0.5007322597104978,20
pam_to_average,no_phon__equal_domains__sqrt_hamming__pam,no_phon__equal_domains__sqrt_hamming__average,pam,average,114,129,15,0.421167544141014,0.754356879442656,0.33318933530164196,0.6096860681183975,15
pam_to_energy,no_phon__equal_domains__sqrt_hamming__pam,no_phon__equal_domains__sqrt_hamming__energy,pam,energy,114,130,16,0.421167544141014,0.77996430590564,0.35879676176462605,0.5870075986682725,16
sqrt_hamming_to_hamming,no_phon__equal_domains__sqrt_hamming__average,no_phon__equal_domains__hamming__average,average,average,129,129,0,0.754356879442656,0.754356879442656,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__equal_domains__sqrt_hamming__average,no_phon__equal_domains__jaccard__average,average,average,129,75,-54,0.754356879442656,0.00399148870714579,-0.7503653907355101,0.0012761778766071468,66
pam_to_average,no_phon__equal_domains__hamming__pam,no_phon__equal_domains__hamming__average,pam,average,114,129,15,0.421167544141014,0.754356879442656,0.33318933530164196,0.6096860681183975,15
pam_to_average,no_phon__equal_domains__jaccard__pam,no_phon__equal_domains__jaccard__average,pam,average,126,75,-51,0.680093474987822,0.00399148870714579,-0.6761019862806762,-0.00036911033264445584,67
sqrt_hamming_to_hamming,no_phon__unique_profiles__sqrt_hamming__pam,no_phon__unique_profiles__hamming__pam,pam,pam,129,129,0,0.754373152541918,0.754373152541918,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__unique_profiles__sqrt_hamming__pam,no_phon__unique_profiles__jaccard__pam,pam,pam,129,127,-2,0.754373152541918,0.704424255453394,-0.0499488970885239,0.7292053840947911,10
pam_to_average,no_phon__unique_profiles__sqrt_hamming__pam,no_phon__unique_profiles__sqrt_hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_energy,no_phon__unique_profiles__sqrt_hamming__pam,no_phon__unique_profiles__sqrt_hamming__energy,pam,energy,129,124,-5,0.754373152541918,0.632742495376833,-0.12163065716508492,0.7543076951904077,9
sqrt_hamming_to_hamming,no_phon__unique_profiles__sqrt_hamming__average,no_phon__unique_profiles__hamming__average,average,average,136,136,0,0.942452203083014,0.942452203083014,0.0,1.0,0
sqrt_hamming_to_jaccard,no_phon__unique_profiles__sqrt_hamming__average,no_phon__unique_profiles__jaccard__average,average,average,136,75,-61,0.942452203083014,0.00399148870714579,-0.9384607143758682,-0.004214458073604153,65
pam_to_average,no_phon__unique_profiles__hamming__pam,no_phon__unique_profiles__hamming__average,pam,average,129,136,7,0.754373152541918,0.942452203083014,0.18807905054109608,0.7543629271299466,9
pam_to_average,no_phon__unique_profiles__jaccard__pam,no_phon__unique_profiles__jaccard__average,pam,average,127,75,-52,0.704424255453394,0.00399148870714579,-0.7004327667462482,-0.000405175359290821,68
pam_to_average,no_phon__idf_presence__jaccard__pam,no_phon__idf_presence__jaccard__average,pam,average,122,75,-47,0.587003087809643,0.00399148870714579,-0.5830115991024972,-0.0002244203353636432,65
equal_features_to_equal_domains,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_domains__sqrt_hamming__pam,pam,pam,111,103,-8,0.36608698016197,0.237788234678377,-0.128298745483593,0.37655060951745933,26
equal_features_to_unique_profiles,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_features__sqrt_hamming__pam,pam,pam,111,111,0,0.36608698016197,0.36608698016197,0.0,1.0,0
sqrt_hamming_to_hamming,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_features__hamming__pam,pam,pam,111,111,0,0.36608698016197,0.36608698016197,0.0,1.0,0
sqrt_hamming_to_jaccard,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_features__jaccard__pam,pam,pam,111,119,8,0.36608698016197,0.52166760793106,0.15558062776909004,0.6796966236336679,12
pam_to_average,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_features__sqrt_hamming__average,pam,average,111,90,-21,0.36608698016197,0.0880205213337796,-0.27806645882819037,0.23713611341755753,33
pam_to_energy,no_sem__equal_features__sqrt_hamming__pam,no_sem__equal_features__sqrt_hamming__energy,pam,energy,111,124,13,0.36608698016197,0.632758308161156,0.26667132799918597,0.563764576976182,17
equal_features_to_equal_domains,no_sem__equal_features__sqrt_hamming__average,no_sem__equal_domains__sqrt_hamming__average,average,average,90,104,14,0.0880205213337796,0.252413533231221,0.1643930118974414,0.13348620898830962,36
equal_features_to_unique_profiles,no_sem__equal_features__sqrt_hamming__average,no_sem__equal_features__sqrt_hamming__average,average,average,90,90,0,0.0880205213337796,0.0880205213337796,0.0,1.0,0
sqrt_hamming_to_hamming,no_sem__equal_features__sqrt_hamming__average,no_sem__equal_features__hamming__average,average,average,90,90,0,0.0880205213337796,0.0880205213337796,0.0,1.0,0
sqrt_hamming_to_jaccard,no_sem__equal_features__sqrt_hamming__average,no_sem__equal_features__jaccard__average,average,average,90,74,-16,0.0880205213337796,0.00178392512401945,-0.08623659620976015,-0.012004997555543871,18
equal_features_to_equal_domains,no_sem__equal_features__sqrt_hamming__energy,no_sem__equal_domains__sqrt_hamming__energy,energy,energy,124,103,-21,0.632758308161156,0.237788234678377,-0.39497007348277896,0.23280613150580146,35
equal_features_to_unique_profiles,no_sem__equal_features__sqrt_hamming__energy,no_sem__equal_features__sqrt_hamming__energy,energy,energy,124,124,0,0.632758308161156,0.632758308161156,0.0,1.0,0
equal_features_to_equal_domains,no_sem__equal_features__hamming__pam,no_sem__equal_domains__hamming__pam,pam,pam,111,103,-8,0.36608698016197,0.237788234678377,-0.128298745483593,0.37655060951745933,26
equal_features_to_unique_profiles,no_sem__equal_features__hamming__pam,no_sem__equal_features__hamming__pam,pam,pam,111,111,0,0.36608698016197,0.36608698016197,0.0,1.0,0
pam_to_average,no_sem__equal_features__hamming__pam,no_sem__equal_features__hamming__average,pam,average,111,90,-21,0.36608698016197,0.0880205213337796,-0.27806645882819037,0.23713611341755753,33
equal_features_to_equal_domains,no_sem__equal_features__hamming__average,no_sem__equal_domains__hamming__average,average,average,90,104,14,0.0880205213337796,0.252413533231221,0.1643930118974414,0.13348620898830962,36
equal_features_to_unique_profiles,no_sem__equal_features__hamming__average,no_sem__equal_features__hamming__average,average,average,90,90,0,0.0880205213337796,0.0880205213337796,0.0,1.0,0
equal_features_to_equal_domains,no_sem__equal_features__jaccard__pam,no_sem__equal_domains__jaccard__pam,pam,pam,119,116,-3,0.52166760793106,0.460114543894976,-0.061553064036084015,0.6094821570150966,15
equal_features_to_unique_profiles,no_sem__equal_features__jaccard__pam,no_sem__equal_features__jaccard__pam,pam,pam,119,119,0,0.52166760793106,0.52166760793106,0.0,1.0,0
jaccard_equal_to_idf,no_sem__equal_features__jaccard__pam,no_sem__idf_presence__jaccard__pam,pam,pam,119,117,-2,0.52166760793106,0.480160937337068,-0.041506670593992046,0.587024605937596,16
pam_to_average,no_sem__equal_features__jaccard__pam,no_sem__equal_features__jaccard__average,pam,average,119,74,-45,0.52166760793106,0.00178392512401945,-0.5198836828070406,-0.003983354821388912,59
equal_features_to_equal_domains,no_sem__equal_features__jaccard__average,no_sem__equal_domains__jaccard__average,average,average,74,105,31,0.00178392512401945,0.267257710839959,0.26547378571593955,0.016401165529635615,43
